# List of objects from CALIFA DR3
# readcol, 'gal_data/califa_dr3_release.txt', comment='#', format='A'
# Column 1: source name
# Column 2: ID number for CALIFA
# Column 3: RA
# Column 4: Dec
# Column 5: Has V500 cube (X=yes, O=no)
# Column 6: Has V1200 cube (X=yes, O=no)
# Column 7: Has Comb cube (X=yes, O=no)
# Column 8: NED Name
IC5376		1 	00:01:19 	+34:31:31 	X 	X 	X 	NED IC5376
UGC00005 	2 	00:03:05 	-01:54:49 	X 	X 	X 	NED UGC00005
UGC02367 	113 	02:53:40 	+06:15:56 	X 	O  	O  	NED UGC02367
NGC1142 	114 	02:55:11 	-00:11:00 	X 	X 	X 	NED NGC1142
UGC02403 	115 	02:55:56 	+00:41:33 	X 	O  	O  	NED UGC02403
UGC02405 	116 	02:55:57 	+06:29:41 	X 	O  	O  	NED UGC02405
UGC02443 	117 	02:58:21 	-02:02:29 	X 	X 	X 	NED UGC02443
UGC02465 	118 	03:00:36 	+35:10:10 	X 	O  	O  	NED UGC02465
NGC1167 	119 	03:01:41 	+35:12:21 	X 	X 	X 	NED NGC1167
NGC1194 	120 	03:03:48 	-01:06:13 	O  	X 	O  	NED NGC1194
NGC1211 	121 	03:06:51 	-00:47:40 	X 	O  	O  	NED NGC1211
MCG-01-09-006 	122 	03:08:47 	-07:02:26 	X 	X 	X 	NED MCG-01-09-006
IC0307 		123 	03:13:44 	-00:14:29 	X 	X 	X 	NED IC0307
UGC02628 	124 	03:16:31 	-00:28:05 	X 	X 	X 	NED UGC02628
UGC02690 	125 	03:20:42 	-01:06:31 	X 	X 	X 	NED UGC02690
NGC1324 	126 	03:25:01 	-05:44:44 	X 	X 	X 	NED NGC1324
NGC1349 	127 	03:31:27 	+04:22:51 	X 	X 	X 	NED NGC1349
NGC1361 	128 	03:34:17 	-06:15:54 	X 	X 	X 	NED NGC1361
MCG-01-10-015 	129 	03:38:38 	-05:20:50 	X 	X 	X 	NED MCG-01-10-015
MCG-01-10-019 	130 	03:40:42 	-06:24:54 	X 	X 	X 	NED MCG-01-10-019
NGC1542 	131 	04:17:13 	+04:46:54 	X 	X 	X 	NED NGC1542
UGC03038 	132 	04:25:00 	+07:10:15 	X 	O  	O  	NED UGC03038
UGC03107 	133 	04:37:21 	+09:32:40 	X 	O  	O  	NED UGC03107
NGC1645 	134 	04:44:05 	-05:27:56 	X 	X 	X 	NED NGC1645
UGC03151 	135 	04:45:19 	+11:04:04 	X 	X 	X 	NED UGC03151
NGC1656 	136 	04:45:52 	-05:08:11 	X 	X 	X 	NED NGC1656
NGC1659 	137 	04:46:29 	-04:47:19 	X 	X 	X 	NED NGC1659
NGC1665 	138 	04:48:16 	-05:25:38 	X 	X 	X 	NED NGC1665
NGC1666 	139 	04:48:32 	-06:34:11 	X 	X 	X 	NED NGC1666
NGC1667 	140 	04:48:36 	-06:19:11 	X 	X 	X 	NED NGC1667
IC2095 		141 	04:48:45 	-05:07:28 	X 	X 	X 	NED IC2095
IC2098 		142 	04:50:43 	-05:25:05 	X 	X 	X 	NED IC2098
NGC1677 	143 	04:50:51 	-04:53:33 	X 	X 	X 	NED NGC1677
IC2101 		144 	04:51:41 	-06:13:53 	X 	X 	X 	NED IC2101
ARP180 		145 	04:53:24 	-04:47:32 	X 	O  	O  	NED ARP180
UGC03253 	146 	05:19:41 	+84:03:10 	X 	X 	O  	NED UGC03253
NGC2253 	147 	06:43:41 	+65:12:24 	X 	O  	O  	NED NGC2253
UGC03539 	148 	06:48:53 	+66:15:43 	X 	O  	O  	NED UGC03539
NGC2347 	149 	07:16:03 	+64:42:42 	X 	X 	X 	NED NGC2347
UGC03899 	150 	07:32:37 	+35:36:52 	X 	X 	O  	NED UGC03899
NGC2410 	151 	07:35:01 	+32:49:19 	X 	X 	O  	NED NGC2410
UGC03944 	152 	07:38:36 	+37:38:00 	X 	X 	X 	NED UGC03944
UGC03969 	153 	07:41:13 	+27:36:50 	X 	X 	X 	NED UGC03969
UGC03973 	154 	07:42:32 	+49:48:34 	X 	O  	O  	NED UGC03973
UGC03995 	155 	07:44:08 	+29:14:50 	X 	X 	X 	NED UGC03995
NGC2449 	156 	07:47:19 	+26:55:48 	X 	X 	X 	NED NGC2449
UGC04029 	157 	07:48:18 	+34:19:55 	X 	X 	X 	NED UGC04029
UGC04054 	158 	07:50:55 	+23:53:45 	X 	X 	O  	NED UGC04054
IC0480 		159 	07:55:22 	+26:44:27 	X 	X 	X 	NED IC0480
NGC2476 	160 	07:56:44 	+39:55:40 	X 	O  	O  	NED NGC2476
NGC2480 	161 	07:57:09 	+23:46:47 	X 	X 	X 	NED NGC2480
NGC2481 	162 	07:57:13 	+23:46:04 	X 	X 	X 	NED NGC2481
NGC2486 	163 	07:57:55 	+25:09:39 	O  	X 	O  	NED NGC2486
NGC2487 	164 	07:58:19 	+25:08:57 	X 	X 	X 	NED NGC2487
UGC04132 	165 	07:59:12 	+32:54:52 	X 	X 	X 	NED UGC04132
UGC04140 	166 	07:59:21 	+18:06:37 	X 	X 	X 	NED UGC04140
UGC04145 	167 	07:59:39 	+15:23:12 	X 	X 	X 	NED UGC04145
UGC04136 	168 	07:59:54 	+47:24:47 	X 	X 	X 	NED UGC04136
IC0485 		169 	08:00:19 	+26:42:05 	X 	X 	X 	NED IC0485
NGC2507 	170 	08:01:36 	+15:42:35 	X 	X 	X 	NED NGC2507
NGC2513 	171 	08:02:24 	+09:24:48 	X 	X 	X 	NED NGC2513
UGC04176 	172 	08:02:42 	+40:40:42 	X 	X 	X 	NED UGC04176
UGC04190 	173 	08:02:57 	+16:17:57 	X 	X 	X 	NED UGC04190
UGC04197 	174 	08:03:24 	+10:03:01 	X 	X 	X 	NED UGC04197
UGC04210 	175 	08:05:04 	+25:03:45 	X 	X 	X 	NED UGC04210
UGC04195 	176 	08:05:06 	+66:46:59 	X 	O  	O  	NED UGC04195
NGC2522 	177 	08:06:12 	+17:42:23 	X 	X 	X 	NED NGC2522
UGC04233 	178 	08:07:16 	+08:52:08 	X 	O  	O  	NED UGC04233
NGC2530 	179 	08:07:55 	+17:49:06 	X 	X 	X 	NED NGC2530
UGC04240 	180 	08:08:05 	+14:50:15 	X 	X 	O  	NED UGC04240
UGC04245 	181 	08:08:45 	+18:11:39 	X 	X 	X 	NED UGC04245
UGC04258 	182 	08:10:47 	+46:54:44 	X 	X 	X 	NED UGC04258
NGC2540 	183 	08:12:46 	+26:21:42 	X 	X 	X 	NED NGC2540
NGC2543 	184 	08:12:57 	+36:15:16 	X 	O  	O  	NED NGC2543
UGC04280 	185 	08:14:32 	+54:47:58 	X 	X 	X 	NED UGC04280
IC2247 		186 	08:15:58 	+23:11:58 	X 	X 	X 	NED IC2247
UGC04308 	187 	08:17:25 	+21:41:07 	X 	O  	O  	NED UGC04308
NGC2553 	188 	08:17:34 	+20:54:11 	X 	X 	X 	NED NGC2553
NGC2554 	189 	08:17:53 	+23:28:19 	X 	X 	X 	NED NGC2554
UGC04262 	190 	08:19:03 	+83:15:59 	X 	X 	O  	NED UGC04262
NGC2558 	191 	08:19:12 	+20:30:38 	X 	O  	O  	NED NGC2558
NGC2565 	192 	08:19:47 	+22:01:53 	X 	X 	O  	NED NGC2565
NGC2572 	194 	08:21:24 	+19:08:51 	X 	O  	O  	NED NGC2572
NGC2577 	195 	08:22:42 	+22:33:11 	X 	X 	X 	NED NGC2577
UGC04375 	196 	08:23:10 	+22:39:52 	X 	X 	O  	NED UGC04375
IC2341 		197 	08:23:41 	+21:26:05 	X 	X 	X 	NED IC2341
IC2361 		199 	08:25:43 	+27:52:28 	X 	O  	O  	NED IC2361
NGC2592 	201 	08:27:07 	+25:58:13 	X 	X 	X 	NED NGC2592
NGC2596 	203 	08:27:26 	+17:17:02 	X 	X 	X 	NED NGC2596
NGC2595 	204 	08:27:41 	+21:28:44 	X 	X 	X 	NED NGC2595
UGC04425 	205 	08:28:13 	+28:03:26 	X 	X 	X 	NED UGC04425
UGC04461 	208 	08:33:22 	+52:31:56 	X 	O  	O  	NED UGC04461
NGC2604 	209 	08:33:22 	+29:32:19 	X 	X 	X 	NED NGC2604
UGC04468 	210 	08:33:30 	+41:31:31 	X 	X 	X 	NED UGC04468
NGC2623 	213 	08:38:23 	+25:45:16 	X 	X 	X 	NED NGC2623
NGC2638 	216 	08:42:25 	+37:13:15 	X 	X 	X 	NED NGC2638
UGC04548 	217 	08:43:06 	+18:13:21 	O  	X 	O  	NED UGC04548
UGC04550 	218 	08:43:15 	+13:05:09 	X 	X 	O  	NED UGC04550
NGC2639 	219 	08:43:37 	+50:12:19 	X 	X 	X 	NED NGC2639
UGC04546 	220 	08:43:50 	+51:59:28 	X 	O  	O  	NED UGC04546
UGC04551 	221 	08:44:05 	+49:47:38 	X 	X 	X 	NED UGC04551
IC2407 		225 	08:48:08 	+17:36:41 	O  	X 	O  	NED IC2407
UGC04659 	226 	08:54:40 	+47:06:17 	X 	X 	O  	NED UGC04659
UGC04722 	231 	09:00:23 	+25:36:42 	X 	X 	X 	NED UGC04722
NGC2730 	232 	09:02:15 	+16:50:17 	X 	X 	X 	NED NGC2730
NGC2805 	260 	09:20:19 	+64:06:10 	X 	X 	X 	NED NGC2805
NGC2880 	272 	09:29:34 	+62:29:25 	X 	X 	X 	NED NGC2880
IC2487 		273 	09:30:08 	+20:05:26 	X 	O  	O  	NED IC2487
IC0540 		274 	09:30:09 	+07:54:10 	X 	X 	X 	NED IC0540
NGC2906 	275 	09:32:05 	+08:26:30 	X 	X 	X 	NED NGC2906
NGC2916 	277 	09:34:57 	+21:42:18 	X 	X 	X 	NED NGC2916
UGC05108 	278 	09:35:25 	+29:48:45 	X 	X 	X 	NED UGC05108
NGC2918 	279 	09:35:43 	+31:42:19 	X 	X 	X 	NED NGC2918
UGC05111 	280 	09:36:52 	+66:47:17 	X 	X 	X 	NED UGC05111
UGC05113 	281 	09:36:56 	+66:32:55 	X 	X 	X 	NED UGC05113
UGC05244 	297 	09:48:47 	+64:10:01 	X 	X 	X 	NED UGC05244
UGC05358 	306 	09:58:46 	+11:23:18 	X 	X 	X 	NED UGC05358
UGC05359 	307 	09:58:51 	+19:12:53 	X 	X 	X 	NED UGC05359
UGC05396 	309 	10:01:40 	+10:45:23 	X 	X 	X 	NED UGC05396
SDSSJ100141.02+371447.4 	310 	10:01:40 	+37:14:52 	X 	X 	O  	NED SDSSJ100141.02+371447.4
NGC3106 	311 	10:04:04 	+31:11:07 	X 	X 	X 	NED NGC3106
NGC3057 	312 	10:05:39 	+80:17:12 	X 	X 	X 	NED NGC3057
UGC05498NED01 	314 	10:12:03 	+23:05:07 	X 	X 	O  	NED UGC05498NED01
NGC3158 	318 	10:13:49 	+38:45:53 	X 	X 	X 	NED NGC3158
NGC3160 	319 	10:13:54 	+38:50:34 	X 	O  	O  	NED NGC3160
UGC05520 	320 	10:15:00 	+65:08:23 	X 	O  	O  	NED UGC05520
NGC3182 	323 	10:19:32 	+58:12:20 	X 	O  	O  	NED NGC3182
UGC05598 	326 	10:22:13 	+20:35:21 	X 	X 	X 	NED UGC05598
NGC3300 	339 	10:36:37 	+14:10:15 	X 	X 	X 	NED NGC3300
NGC3303 	340 	10:36:59 	+18:08:09 	X 	X 	X 	NED NGC3303
UGC05771 	341 	10:37:18 	+43:35:15 	X 	X 	X 	NED UGC05771
NGC3381 	353 	10:48:24 	+34:42:41 	X 	X 	X 	NED NGC3381
NGC3395 	355 	10:49:49 	+32:58:58 	X 	X 	X 	NED NGC3395
NGC3406NED01 	360 	10:51:43 	+51:01:19 	X 	X 	X 	NED NGC3406NED01
UGC05990 	361 	10:52:37 	+34:28:58 	O  	X 	O  	NED UGC05990
UGC06036 	364 	10:55:54 	+36:51:41 	X 	X 	X 	NED UGC06036
IC0674 		381 	11:11:05 	+43:37:58 	X 	X 	X 	NED IC0674
UGC06256 	383 	11:13:55 	+65:10:38 	X 	X 	X 	NED UGC06256
UGC06312 	386 	11:17:59 	+07:50:41 	X 	X 	X 	NED UGC06312
NGC3615 	387 	11:18:06 	+23:23:50 	X 	X 	X 	NED NGC3615
NGC3614 	388 	11:18:20 	+45:44:53 	X 	X 	X 	NED NGC3614
NGC3610 	389 	11:18:24 	+58:47:10 	X 	O  	O  	NED NGC3610
NGC3619 	391 	11:19:21 	+57:45:28 	X 	X 	X 	NED NGC3619
NGC3687 	414 	11:28:00 	+29:30:39 	X 	X 	X 	NED NGC3687
NGC3811 	436 	11:41:16 	+47:41:26 	X 	X 	X 	NED NGC3811
NGC3815 	437 	11:41:38 	+24:48:01 	X 	X 	X 	NED NGC3815
NGC3991 	475 	11:57:31 	+32:20:30 	X 	X 	X 	NED NGC3991
NGC3994 	476 	11:57:36 	+32:16:39 	X 	X 	X 	NED NGC3994
NGC4003 	479 	11:57:58 	+23:07:29 	X 	X 	X 	NED NGC4003
UGC07012 	486 	12:02:02 	+29:50:52 	X 	O  	O  	NED UGC07012
NGC4047 	489 	12:02:50 	+48:38:10 	X 	O  	O  	NED NGC4047
UGC07145 	500 	12:09:50 	+38:13:07 	X 	X 	X 	NED UGC07145
NGC4149 	502 	12:10:32 	+58:18:15 	X 	X 	X 	NED NGC4149
NGC4185 	515 	12:13:21 	+28:30:39 	X 	X 	X 	NED NGC4185
NGC4210 	518 	12:15:15 	+65:59:07 	X 	X 	X 	NED NGC4210
NGC4211NED02 	520 	12:15:36 	+28:10:10 	X 	X 	X 	NED NGC4211NED02
IC0776 		528 	12:19:02 	+08:51:22 	X 	X 	X 	NED IC0776
NGC4470 	548 	12:29:37 	+07:49:27 	X 	O  	O  	NED NGC4470
IC3598 		562 	12:37:20 	+28:12:29 	X 	X 	X 	NED IC3598
NGC4644 	569 	12:42:42 	+55:08:43 	X 	X 	X 	NED NGC4644
NGC4676A 	577 	12:46:09 	+30:43:55 	X 	X 	X 	NED NGC4676A
NGC4711 	580 	12:48:45 	+35:19:57 	X 	X 	X 	NED NGC4711
UGC08004 	581 	12:51:37 	+31:21:09 	X 	X 	X 	NED UGC08004
NGC4816 	588 	12:56:11 	+27:44:43 	X 	X 	X 	NED NGC4816
NGC4841A 	589 	12:57:31 	+28:28:36 	X 	X 	X 	NED NGC4841A
NGC4874 	592 	12:59:35 	+27:57:33 	X 	O  	O  	NED NGC4874
UGC08107 	593 	12:59:39 	+53:20:28 	X 	X 	X 	NED UGC08107
NGC4956 	602 	13:05:00 	+35:10:41 	X 	X 	X 	NED NGC4956
NGC4961 	603 	13:05:47 	+27:44:03 	X 	X 	X 	NED NGC4961
UGC08231 	606 	13:08:37 	+54:04:27 	X 	X 	X 	NED UGC08231
UGC08234 	607 	13:08:46 	+62:16:18 	X 	X 	X 	NED UGC08234
NGC5000 	608 	13:09:47 	+28:54:25 	X 	X 	X 	NED NGC5000
UGC08250 	609 	13:10:19 	+32:28:59 	X 	X 	X 	NED UGC08250
UGC08267 	610 	13:11:10 	+43:43:35 	X 	X 	X 	NED UGC08267
NGC5016 	611 	13:12:06 	+24:05:41 	X 	X 	O  	NED NGC5016
NGC5029 	612 	13:12:37 	+47:03:47 	X 	X 	X 	NED NGC5029
UGC08322 	613 	13:15:00 	+12:43:30 	X 	X 	X 	NED UGC08322
NGC5056 	614 	13:16:11 	+30:57:01 	O  	X 	O  	NED NGC5056
IC4215 		615 	13:16:16 	+25:24:18 	X 	O  	O  	NED IC4215
NGC5157 	624 	13:27:16 	+32:01:50 	X 	X 	X 	NED NGC5157
NGC5205 	630 	13:30:03 	+62:30:41 	X 	X 	X 	NED NGC5205
NGC5198 	631 	13:30:10 	+46:40:14 	X 	O  	O  	NED NGC5198
NGC5216 	633 	13:32:06 	+62:42:02 	X 	X 	X 	NED NGC5216
NGC5218 	634 	13:32:09 	+62:46:04 	X 	X 	O  	NED NGC5218
NGC5267 	651 	13:40:39 	+38:47:38 	X 	X 	X 	NED NGC5267
UGC08662 	652 	13:41:16 	+33:46:21 	X 	X 	X 	NED UGC08662
NGC5289 	653 	13:45:08 	+41:30:12 	X 	X 	X 	NED NGC5289
UGC08733 	657 	13:48:38 	+43:24:43 	X 	X 	X 	NED UGC08733
NGC5320 	659 	13:50:19 	+41:21:58 	X 	X 	X 	NED NGC5320
IC0944 		663 	13:51:30 	+14:05:31 	X 	X 	X 	NED IC0944
UGC08778 	664 	13:52:06 	+38:04:01 	X 	X 	X 	NED UGC08778
UGC08781 	665 	13:52:22 	+21:32:21 	X 	X 	X 	NED UGC08781
NGC5376 	672 	13:55:15 	+59:30:23 	X 	X 	X 	NED NGC5376
NGC5379 	673 	13:55:33 	+59:44:34 	X 	X 	X 	NED NGC5379
NGC5378 	676 	13:56:50 	+37:47:50 	X 	X 	X 	NED NGC5378
NGC5402 	679 	13:58:16 	+59:48:51 	X 	X 	X 	NED NGC5402
NGC5394 	680 	13:58:33 	+37:27:12 	X 	X 	X 	NED NGC5394
NGC5406 	684 	14:00:19 	+38:54:55 	X 	X 	X 	NED NGC5406
NGC5425 	685 	14:00:47 	+48:26:38 	X 	O  	O  	NED NGC5425
NGC5421NED02 	686 	14:01:41 	+33:49:17 	X 	O  	O  	NED NGC5421NED02
NGC5439 	688 	14:01:57 	+46:18:43 	X 	O  	O  	NED NGC5439
NGC5443 	690 	14:02:11 	+55:48:50 	X 	O  	O  	NED NGC5443
NGC5423 	695 	14:02:48 	+09:20:29 	X 	O  	O  	NED NGC5423
UGC08988 	697 	14:03:19 	+60:59:24 	X 	X 	X 	NED UGC08988
NGC5434B 	699 	14:03:26 	+09:28:01 	X 	O  	O  	NED NGC5434B
UGC08984 	702 	14:03:46 	+35:44:29 	X 	O  	O  	NED UGC08984
NGC5473 	703 	14:04:42 	+54:53:33 	X 	X 	X 	NED NGC5473
NGC5475 	705 	14:05:12 	+55:44:30 	X 	X 	X 	NED NGC5475
NGC5480 	707 	14:06:21 	+50:43:30 	X 	X 	X 	NED NGC5480
NGC5485 	708 	14:07:10 	+55:00:06 	X 	X 	X 	NED NGC5485
UGC09071 	711 	14:10:02 	+54:13:05 	X 	X 	X 	NED UGC09071
